country,date,total
Sweden,24/08/2020,83353
Sweden,25/08/2020,83578
Sweden,26/08/2020,83824
Sweden,27/08/2020,83958
Sweden,28/08/2020,83958
Sweden,29/08/2020,83958
Sweden,03/08/2020,77582
Sweden,30/08/2020,83958
Sweden,31/08/2020,84379
Sweden,04/08/2020,77916
Sweden,05/08/2020,78341
Sweden,06/08/2020,78719
Sweden,07/08/2020,79099
Sweden,08/08/2020,79359
Sweden,09/08/2020,79432
Sweden,01/09/2020,84521
Sweden,10/09/2020,86194
Sweden,11/09/2020,86505
Sweden,12/09/2020,86505
Sweden,13/09/2020,86505
Sweden,14/09/2020,86505
Sweden,15/09/2020,87345
Sweden,16/09/2020,87575
Sweden,17/09/2020,87885
Sweden,18/09/2020,88237
Sweden,19/09/2020,88237
Sweden,02/09/2020,84532
Sweden,20/09/2020,88237
Sweden,21/09/2020,88237
Sweden,22/09/2020,89436
Sweden,23/09/2020,89756
Sweden,24/09/2020,90289
Sweden,25/09/2020,90923
Sweden,26/09/2020,90923
Sweden,27/09/2020,90923
Sweden,28/09/2020,90923
Sweden,29/09/2020,92466
Sweden,03/09/2020,84729
Sweden,30/09/2020,92863
Sweden,04/09/2020,84985
Sweden,05/09/2020,84985
Sweden,06/09/2020,84985
Sweden,07/09/2020,85558
Sweden,08/09/2020,85707
Sweden,09/09/2020,85880
Switzerland,01/01/2021,452296
Switzerland,10/01/2021,477983
Switzerland,11/01/2021,484506
Switzerland,12/01/2021,487357
Switzerland,13/01/2021,490358
Switzerland,14/01/2021,492832
Switzerland,15/01/2021,495228
Switzerland,16/01/2021,495228
Switzerland,17/01/2021,495228
Switzerland,18/01/2021,499931
Switzerland,19/01/2021,502191
Switzerland,02/01/2021,452296
Switzerland,20/01/2021,504918
Switzerland,21/01/2021,507123
Switzerland,22/01/2020,0
Switzerland,22/01/2021,509279
Switzerland,23/01/2020,0
Switzerland,23/01/2021,509279
Switzerland,24/01/2020,0
Switzerland,24/01/2021,509279
Switzerland,25/01/2020,0
Switzerland,25/01/2021,513599
Switzerland,26/01/2020,0
Switzerland,26/01/2021,515483
Switzerland,27/01/2020,0
Switzerland,27/01/2021,517705
Switzerland,28/01/2020,0
Switzerland,28/01/2021,519404
Switzerland,29/01/2020,0
Switzerland,29/01/2021,521320
Switzerland,03/01/2021,452296
Switzerland,30/01/2020,0
Switzerland,30/01/2021,521320
Switzerland,31/01/2020,0
Switzerland,31/01/2021,521320
Switzerland,04/01/2021,461961
Switzerland,05/01/2021,465981
Switzerland,06/01/2021,470789
Switzerland,07/01/2021,474764
Switzerland,08/01/2021,477983
Switzerland,09/01/2021,477983
Switzerland,01/10/2020,53832
Switzerland,10/10/2020,60368
Switzerland,11/10/2020,60368
Switzerland,12/10/2020,64436
Switzerland,13/10/2020,65881
Switzerland,14/10/2020,68704
Switzerland,15/10/2020,71317
Switzerland,16/10/2020,74422
Switzerland,17/10/2020,74422
Switzerland,18/10/2020,74422
Switzerland,19/10/2020,83159
Switzerland,02/10/2020,54384
Switzerland,20/10/2020,86167
Switzerland,21/10/2020,91763
Switzerland,22/10/2020,97019
Switzerland,23/10/2020,103653
Switzerland,24/10/2020,103653
Switzerland,25/10/2020,103653
Switzerland,26/10/2020,121093
Switzerland,27/10/2020,127042
Switzerland,28/10/2020,135658
Switzerland,29/10/2020,145044
Switzerland,03/10/2020,54384
Switzerland,30/10/2020,154251
Switzerland,31/10/2020,154251
Switzerland,04/10/2020,54384
Switzerland,05/10/2020,55932
Switzerland,06/10/2020,56632
Switzerland,07/10/2020,57709
Switzerland,08/10/2020,58881
Switzerland,09/10/2020,60368
Switzerland,01/11/2020,154251
Switzerland,10/11/2020,235202
Switzerland,11/11/2020,243472
Switzerland,12/11/2020,250396
Switzerland,13/11/2020,257135
Switzerland,14/11/2020,257135
Switzerland,15/11/2020,257135
Switzerland,16/11/2020,269974
Switzerland,17/11/2020,274534
Switzerland,18/11/2020,280648
Switzerland,19/11/2020,285655
Switzerland,02/11/2020,176177
Switzerland,20/11/2020,290601
Switzerland,21/11/2020,290601
Switzerland,22/11/2020,290601
Switzerland,23/11/2020,300352
Switzerland,24/11/2020,304593
Switzerland,25/11/2020,309469
Switzerland,26/11/2020,313978
Switzerland,27/11/2020,318290
Switzerland,28/11/2020,318290
Switzerland,29/11/2020,318290
Switzerland,03/11/2020,182303
Switzerland,30/11/2020,327072
Switzerland,04/11/2020,192376
Switzerland,05/11/2020,202504
Switzerland,06/11/2020,211913
Switzerland,07/11/2020,211913
Switzerland,08/11/2020,211913
Switzerland,09/11/2020,229222
Switzerland,01/12/2020,330874
Switzerland,10/12/2020,368695
Switzerland,11/12/2020,373831
Switzerland,12/12/2020,373831
Switzerland,13/12/2020,373831
Switzerland,14/12/2020,384557
Switzerland,15/12/2020,388828
Switzerland,16/12/2020,394453
Switzerland,17/12/2020,399511
Switzerland,18/12/2020,403989
Switzerland,19/12/2020,403989
Switzerland,02/12/2020,335660
Switzerland,20/12/2020,403989
Switzerland,21/12/2020,413991
Switzerland,22/12/2020,418266
Switzerland,23/12/2020,423299
Switzerland,24/12/2020,428197
Switzerland,25/12/2020,428197
Switzerland,26/12/2020,428197
Switzerland,27/12/2020,428197
Switzerland,28/12/2020,438284
Switzerland,29/12/2020,442481
Switzerland,03/12/2020,340115
Switzerland,30/12/2020,447905
Switzerland,31/12/2020,452296
Switzerland,04/12/2020,344497
Switzerland,05/12/2020,344497
Switzerland,06/12/2020,344497
Switzerland,07/12/2020,354306
Switzerland,08/12/2020,358568
Switzerland,09/12/2020,363654
Switzerland,01/02/2020,0
Switzerland,01/02/2021,525095
Switzerland,10/02/2020,0
Switzerland,10/02/2021,538118
Switzerland,11/02/2020,0
Switzerland,11/02/2021,539474
Switzerland,12/02/2020,0
Switzerland,12/02/2021,540727
Switzerland,13/02/2020,0
Switzerland,13/02/2021,540727
Switzerland,14/02/2020,0
Switzerland,14/02/2021,540727
Switzerland,15/02/2020,0
Switzerland,15/02/2021,543207
Switzerland,16/02/2020,0
Switzerland,16/02/2021,544282
Switzerland,17/02/2020,0
Switzerland,17/02/2021,545535
Switzerland,18/02/2020,0
Switzerland,18/02/2021,546754
Switzerland,19/02/2020,0
Switzerland,19/02/2021,547775
Switzerland,02/02/2020,0
Switzerland,02/02/2021,526728
Switzerland,20/02/2020,0
Switzerland,20/02/2021,547775
Switzerland,21/02/2020,0
Switzerland,21/02/2021,547775
Switzerland,22/02/2020,0
Switzerland,22/02/2021,550224
Switzerland,23/02/2020,0
Switzerland,23/02/2021,551355
Switzerland,24/02/2020,0
Switzerland,24/02/2021,552698
Switzerland,25/02/2020,1
Switzerland,25/02/2021,553867
Switzerland,26/02/2020,1
Switzerland,26/02/2021,554932
Switzerland,27/02/2020,8
Switzerland,27/02/2021,554932
Switzerland,28/02/2020,8
Switzerland,28/02/2021,554932
Switzerland,29/02/2020,18
Switzerland,03/02/2020,0
Switzerland,03/02/2021,528524
Switzerland,04/02/2020,0
Switzerland,04/02/2021,530289
Switzerland,05/02/2020,0
Switzerland,05/02/2021,531873
Switzerland,06/02/2020,0
Switzerland,06/02/2021,531873
Switzerland,07/02/2020,0
Switzerland,07/02/2021,531873
Switzerland,08/02/2020,0
Switzerland,08/02/2021,535153
Switzerland,09/02/2020,0
Switzerland,09/02/2021,536516
Switzerland,01/03/2020,27
Switzerland,01/03/2021,557492
Switzerland,10/03/2020,491
Switzerland,10/03/2021,567903
Switzerland,11/03/2020,652
Switzerland,11/03/2021,569312
Switzerland,12/03/2020,652
Switzerland,13/03/2020,1139
Switzerland,14/03/2020,1359
Switzerland,15/03/2020,2200
Switzerland,16/03/2020,2200
Switzerland,17/03/2020,2700
Switzerland,18/03/2020,3028
Switzerland,19/03/2020,4075
Switzerland,02/03/2020,42
Switzerland,02/03/2021,558622
Switzerland,20/03/2020,5294
Switzerland,21/03/2020,6575
Switzerland,22/03/2020,7474
Switzerland,23/03/2020,8795
Switzerland,24/03/2020,9877
Switzerland,25/03/2020,10897
Switzerland,26/03/2020,11811
Switzerland,27/03/2020,12928
Switzerland,28/03/2020,14076
Switzerland,29/03/2020,14829
Switzerland,03/03/2020,56
Switzerland,03/03/2021,559845
Switzerland,30/03/2020,15922
Switzerland,31/03/2020,16605
Switzerland,04/03/2020,90
Switzerland,04/03/2021,561068
Switzerland,05/03/2020,114
Switzerland,05/03/2021,562290
Switzerland,06/03/2020,214
Switzerland,06/03/2021,562290
Switzerland,07/03/2020,268
Switzerland,07/03/2021,562290
Switzerland,08/03/2020,337
Switzerland,08/03/2021,565034
Switzerland,09/03/2020,374
Switzerland,09/03/2021,566412
Switzerland,01/04/2020,17768
Switzerland,10/04/2020,24551
Switzerland,11/04/2020,25107
Switzerland,12/04/2020,25415
Switzerland,13/04/2020,25688
Switzerland,14/04/2020,25936
Switzerland,15/04/2020,26336
Switzerland,16/04/2020,26732
Switzerland,17/04/2020,27078
Switzerland,18/04/2020,27404
Switzerland,19/04/2020,27740
Switzerland,02/04/2020,18827
Switzerland,20/04/2020,27944
Switzerland,21/04/2020,28063
Switzerland,22/04/2020,28268
Switzerland,23/04/2020,28496
Switzerland,24/04/2020,28677
Switzerland,25/04/2020,28894
Switzerland,26/04/2020,29061
Switzerland,27/04/2020,29164
Switzerland,28/04/2020,29264
Switzerland,29/04/2020,29407
Switzerland,03/04/2020,19606
Switzerland,30/04/2020,29586
Switzerland,04/04/2020,20505
Switzerland,05/04/2020,21100
Switzerland,06/04/2020,21657
Switzerland,07/04/2020,22253
Switzerland,08/04/2020,23280
Switzerland,09/04/2020,24051
Switzerland,01/05/2020,29705
Switzerland,10/05/2020,30305
Switzerland,11/05/2020,30344
Switzerland,12/05/2020,30380
Switzerland,13/05/2020,30413
Switzerland,14/05/2020,30463
Switzerland,15/05/2020,30514
Switzerland,16/05/2020,30572
Switzerland,17/05/2020,30587
Switzerland,18/05/2020,30597
Switzerland,19/05/2020,30618
Switzerland,02/05/2020,29817
Switzerland,20/05/2020,30658
Switzerland,21/05/2020,30694
Switzerland,22/05/2020,30707
Switzerland,23/05/2020,30725
Switzerland,24/05/2020,30736
Switzerland,25/05/2020,30746
Switzerland,26/05/2020,30761
Switzerland,27/05/2020,30776
Switzerland,28/05/2020,30796
Switzerland,29/05/2020,30828
Switzerland,03/05/2020,29905
Switzerland,30/05/2020,30845
Switzerland,31/05/2020,30862
Switzerland,04/05/2020,29981
Switzerland,05/05/2020,30009
Switzerland,06/05/2020,30060
Switzerland,07/05/2020,30126
Switzerland,08/05/2020,30207
Switzerland,09/05/2020,30251
Switzerland,01/06/2020,30871
Switzerland,10/06/2020,31011
Switzerland,11/06/2020,31044
Switzerland,12/06/2020,31063
Switzerland,13/06/2020,31094
Switzerland,14/06/2020,31117
Switzerland,15/06/2020,31131
Switzerland,16/06/2020,31154
Switzerland,17/06/2020,31187
Switzerland,18/06/2020,31200
Switzerland,19/06/2020,31235
Switzerland,02/06/2020,30874
Switzerland,20/06/2020,31243
Switzerland,21/06/2020,31292
Switzerland,22/06/2020,31310
Switzerland,23/06/2020,31332
Switzerland,24/06/2020,31376
Switzerland,25/06/2020,31428
Switzerland,26/06/2020,31486
Switzerland,27/06/2020,31555
Switzerland,28/06/2020,31617
Switzerland,29/06/2020,31652
Switzerland,03/06/2020,30893
Switzerland,30/06/2020,31714
Switzerland,04/06/2020,30913
Switzerland,05/06/2020,30936
Switzerland,06/06/2020,30956
Switzerland,07/06/2020,30965
Switzerland,08/06/2020,30972
Switzerland,09/06/2020,30988
Switzerland,01/07/2020,31851
Switzerland,10/07/2020,32690
Switzerland,11/07/2020,32817
Switzerland,12/07/2020,32883
Switzerland,13/07/2020,32946
Switzerland,14/07/2020,33016
Switzerland,15/07/2020,33148
Switzerland,16/07/2020,33290
Switzerland,17/07/2020,33382
Switzerland,18/07/2020,33492
Switzerland,19/07/2020,33591
Switzerland,02/07/2020,31967
Switzerland,20/07/2020,33634
Switzerland,21/07/2020,33742
Switzerland,22/07/2020,33883
Switzerland,23/07/2020,34000
Switzerland,24/07/2020,34154
Switzerland,25/07/2020,34302
Switzerland,26/07/2020,34412
Switzerland,27/07/2020,34477
Switzerland,28/07/2020,34609
Switzerland,29/07/2020,34802
Switzerland,03/07/2020,32101
Switzerland,30/07/2020,35022
Switzerland,31/07/2020,35232
Switzerland,04/07/2020,32198
Switzerland,05/07/2020,32268
Switzerland,06/07/2020,32315
Switzerland,07/07/2020,32369
Switzerland,08/07/2020,32498
Switzerland,09/07/2020,32586
Switzerland,01/08/2020,35412
Switzerland,10/08/2020,36708
Switzerland,11/08/2020,36895
Switzerland,12/08/2020,37169
Switzerland,13/08/2020,37403
Switzerland,14/08/2020,37671
Switzerland,15/08/2020,37924
Switzerland,16/08/2020,38124
Switzerland,17/08/2020,38252
Switzerland,18/08/2020,38449
Switzerland,19/08/2020,38760
Switzerland,02/08/2020,35550
Switzerland,20/08/2020,39026
Switzerland,21/08/2020,39332
Switzerland,22/08/2020,39627
Switzerland,23/08/2020,39903
Switzerland,24/08/2020,40060
Switzerland,25/08/2020,40262
Switzerland,26/08/2020,40645
Switzerland,27/08/2020,41006
Switzerland,28/08/2020,41346
Switzerland,29/08/2020,41722
Switzerland,03/08/2020,35616
Switzerland,30/08/2020,42014
Switzerland,31/08/2020,42177
Switzerland,04/08/2020,35746
Switzerland,05/08/2020,35927
Switzerland,06/08/2020,36108
Switzerland,07/08/2020,36269
Switzerland,08/08/2020,36451
Switzerland,09/08/2020,36603
Switzerland,01/09/2020,42393
Switzerland,10/09/2020,45711
Switzerland,11/09/2020,46239
Switzerland,12/09/2020,46704
Switzerland,13/09/2020,47179
Switzerland,14/09/2020,47436
Switzerland,15/09/2020,47751
Switzerland,16/09/2020,48265
Switzerland,17/09/2020,48795
Switzerland,18/09/2020,49283
Switzerland,19/09/2020,49283
Switzerland,02/09/2020,42763
Switzerland,20/09/2020,49283
Switzerland,21/09/2020,50378
Switzerland,22/09/2020,50664
Switzerland,23/09/2020,51101
Switzerland,24/09/2020,51492
Switzerland,25/09/2020,51864
Switzerland,26/09/2020,51864
Switzerland,27/09/2020,51864
Switzerland,28/09/2020,52646
Switzerland,29/09/2020,52871
Switzerland,03/09/2020,43127
Switzerland,30/09/2020,53282
Switzerland,04/09/2020,43532
Switzerland,05/09/2020,43957
Switzerland,06/09/2020,44401
Switzerland,07/09/2020,44592
Switzerland,08/09/2020,44837
Switzerland,09/09/2020,45306
Syria,01/01/2021,11526
Syria,10/01/2021,12364
Syria,11/01/2021,12462
Syria,12/01/2021,12558
Syria,13/01/2021,12660
Syria,14/01/2021,12760
Syria,15/01/2021,12850
Syria,16/01/2021,12942
Syria,17/01/2021,13036
Syria,18/01/2021,13132
Syria,19/01/2021,13224
Syria,02/01/2021,11616
Syria,20/01/2021,13313
Syria,21/01/2021,13398
Syria,22/01/2020,0
Syria,22/01/2021,13479
Syria,23/01/2020,0
Syria,23/01/2021,13557
Syria,24/01/2020,0
Syria,24/01/2021,13628
Syria,25/01/2020,0
Syria,25/01/2021,13697
Syria,26/01/2020,0
Syria,26/01/2021,13762
Syria,27/01/2020,0
Syria,27/01/2021,13823
Syria,28/01/2020,0
Syria,28/01/2021,13885
Syria,29/01/2020,0
Syria,29/01/2021,13944
Syria,03/01/2021,11710
Syria,30/01/2020,0
Syria,30/01/2021,13998
Syria,31/01/2020,0
Syria,31/01/2021,14048
Syria,04/01/2021,11799
Syria,05/01/2021,11890
Syria,06/01/2021,11988
Syria,07/01/2021,12084
Syria,08/01/2021,12179
Syria,09/01/2021,12274
Syria,01/10/2020,4247
Syria,10/10/2020,4673
Syria,11/10/2020,4718
Syria,12/10/2020,4774
Syria,13/10/2020,4826
Syria,14/10/2020,4883
Syria,15/10/2020,4931
Syria,16/10/2020,4987
Syria,17/10/2020,5033
Syria,18/10/2020,5077
Syria,19/10/2020,5134
Syria,02/10/2020,4289
Syria,20/10/2020,5180
Syria,21/10/2020,5224
Syria,22/10/2020,5267
Syria,23/10/2020,5319
Syria,24/10/2020,5359
Syria,25/10/2020,5408
Syria,26/10/2020,5461
Syria,27/10/2020,5528
Syria,28/10/2020,5580
Syria,29/10/2020,5633
Syria,03/10/2020,4329
Syria,30/10/2020,5683
Syria,31/10/2020,5728
Syria,04/10/2020,4366
Syria,05/10/2020,4411
Syria,06/10/2020,4457
Syria,07/10/2020,4504
Syria,08/10/2020,4566
Syria,09/10/2020,4616
Syria,01/11/2020,5789
Syria,10/11/2020,6352
Syria,11/11/2020,6421
Syria,12/11/2020,6486
Syria,13/11/2020,6552
Syria,14/11/2020,6613
Syria,15/11/2020,6684
Syria,16/11/2020,6759
Syria,17/11/2020,6836
Syria,18/11/2020,6919
Syria,19/11/2020,6991
Syria,02/11/2020,5843
Syria,20/11/2020,7079
Syria,21/11/2020,7154
Syria,22/11/2020,7225
Syria,23/11/2020,7295
Syria,24/11/2020,7369
Syria,25/11/2020,7459
Syria,26/11/2020,7542
Syria,27/11/2020,7635
Syria,28/11/2020,7715
Syria,29/11/2020,7797
Syria,03/11/2020,5888
Syria,30/11/2020,7887
Syria,04/11/2020,5964
Syria,05/11/2020,6040
Syria,06/11/2020,6102
Syria,07/11/2020,6147
Syria,08/11/2020,6215
Syria,09/11/2020,6284
Syria,01/12/2020,7973
Syria,10/12/2020,8787
Syria,11/12/2020,8911
Syria,12/12/2020,9041
Syria,13/12/2020,9166
Syria,14/12/2020,9302
Syria,15/12/2020,9452
Syria,16/12/2020,9603
Syria,17/12/2020,9759
Syria,18/12/2020,9928
Syria,19/12/2020,10050
Syria,02/12/2020,8059
Syria,20/12/2020,10195
Syria,21/12/2020,10318
Syria,22/12/2020,10442
Syria,23/12/2020,10571
Syria,24/12/2020,10701
Syria,25/12/2020,10821
Syria,26/12/2020,10932
Syria,27/12/2020,11033
Syria,28/12/2020,11138
Syria,29/12/2020,11243
Syria,03/12/2020,8147
Syria,30/12/2020,11344
Syria,31/12/2020,11434
Syria,04/12/2020,8233
Syria,05/12/2020,8320
Syria,06/12/2020,8403
Syria,07/12/2020,8490
Syria,08/12/2020,8580
Syria,09/12/2020,8675
Syria,01/02/2020,0
Syria,01/02/2021,14096
Syria,10/02/2020,0
Syria,10/02/2021,14668
Syria,11/02/2020,0
Syria,11/02/2021,14724
Syria,12/02/2020,0
Syria,12/02/2021,14765
Syria,13/02/2020,0
Syria,13/02/2021,14820
Syria,14/02/2020,0
Syria,14/02/2021,14863
Syria,15/02/2020,0
Syria,15/02/2021,14906
Syria,16/02/2020,0
Syria,16/02/2021,14951
Syria,17/02/2020,0
Syria,17/02/2021,15001
Syria,18/02/2020,0
Syria,18/02/2021,15045
Syria,19/02/2020,0
Syria,19/02/2021,15094
Syria,02/02/2020,0
Syria,02/02/2021,14142
Syria,20/02/2020,0
Syria,20/02/2021,15143
Syria,21/02/2020,0
Syria,21/02/2021,15179
Syria,22/02/2020,0
Syria,22/02/2021,15230
Syria,23/02/2020,0
Syria,23/02/2021,15282
Syria,24/02/2020,0
Syria,24/02/2021,15343
Syria,25/02/2020,0
Syria,25/02/2021,15405
Syria,26/02/2020,0
Syria,26/02/2021,15467
Syria,27/02/2020,0
Syria,27/02/2021,15533
Syria,28/02/2020,0
Syria,28/02/2021,15588
Syria,29/02/2020,0
Syria,03/02/2020,0
Syria,03/02/2021,14202
Syria,04/02/2020,0
Syria,04/02/2021,14267
Syria,05/02/2020,0
Syria,05/02/2021,14338
Syria,06/02/2020,0
Syria,06/02/2021,14408
Syria,07/02/2020,0
Syria,07/02/2021,14477
Syria,08/02/2020,0
Syria,08/02/2021,14551
Syria,09/02/2020,0
Syria,09/02/2021,14611
Syria,01/03/2020,0
Syria,01/03/2021,15642
Syria,10/03/2020,0
Syria,10/03/2021,16187
Syria,11/03/2020,0
Syria,11/03/2021,16257
Syria,12/03/2020,0
Syria,13/03/2020,0
Syria,14/03/2020,0
Syria,15/03/2020,0
Syria,16/03/2020,0
Syria,17/03/2020,0
Syria,18/03/2020,0
Syria,19/03/2020,0
Syria,02/03/2020,0
Syria,02/03/2021,15696
Syria,20/03/2020,0
Syria,21/03/2020,0
Syria,22/03/2020,1
Syria,23/03/2020,1
Syria,24/03/2020,1
Syria,25/03/2020,5
Syria,26/03/2020,5
Syria,27/03/2020,5
Syria,28/03/2020,5
Syria,29/03/2020,9
Syria,03/03/2020,0
Syria,03/03/2021,15753
Syria,30/03/2020,10
Syria,31/03/2020,10
Syria,04/03/2020,0
Syria,04/03/2021,15815
Syria,05/03/2020,0
Syria,05/03/2021,15870
Syria,06/03/2020,0
Syria,06/03/2021,15925
Syria,07/03/2020,0
Syria,07/03/2021,15981
Syria,08/03/2020,0
Syria,08/03/2021,16042
Syria,09/03/2020,0
Syria,09/03/2021,16117
Syria,01/04/2020,10
Syria,10/04/2020,19
Syria,11/04/2020,25
Syria,12/04/2020,25
Syria,13/04/2020,25
Syria,14/04/2020,29
Syria,15/04/2020,33
Syria,16/04/2020,33
Syria,17/04/2020,38
Syria,18/04/2020,38
Syria,19/04/2020,39
Syria,02/04/2020,16
Syria,20/04/2020,39
Syria,21/04/2020,42
Syria,22/04/2020,42
Syria,23/04/2020,42
Syria,24/04/2020,42
Syria,25/04/2020,42
Syria,26/04/2020,43
Syria,27/04/2020,43
Syria,28/04/2020,43
Syria,29/04/2020,43
Syria,03/04/2020,16
Syria,30/04/2020,43
Syria,04/04/2020,16
Syria,05/04/2020,19
Syria,06/04/2020,19
Syria,07/04/2020,19
Syria,08/04/2020,19
Syria,09/04/2020,19
Syria,01/05/2020,44
Syria,10/05/2020,47
Syria,11/05/2020,47
Syria,12/05/2020,47
Syria,13/05/2020,48
Syria,14/05/2020,48
Syria,15/05/2020,50
Syria,16/05/2020,51
Syria,17/05/2020,58
Syria,18/05/2020,58
Syria,19/05/2020,58
Syria,02/05/2020,44
Syria,20/05/2020,58
Syria,21/05/2020,58
Syria,22/05/2020,59
Syria,23/05/2020,70
Syria,24/05/2020,86
Syria,25/05/2020,106
Syria,26/05/2020,121
Syria,27/05/2020,121
Syria,28/05/2020,122
Syria,29/05/2020,122
Syria,03/05/2020,44
Syria,30/05/2020,122
Syria,31/05/2020,122
Syria,04/05/2020,44
Syria,05/05/2020,44
Syria,06/05/2020,45
Syria,07/05/2020,45
Syria,08/05/2020,47
Syria,09/05/2020,47
Syria,01/06/2020,123
Syria,10/06/2020,152
Syria,11/06/2020,164
Syria,12/06/2020,164
Syria,13/06/2020,170
Syria,14/06/2020,177
Syria,15/06/2020,177
Syria,16/06/2020,177
Syria,17/06/2020,178
Syria,18/06/2020,187
Syria,19/06/2020,187
Syria,02/06/2020,123
Syria,20/06/2020,198
Syria,21/06/2020,204
Syria,22/06/2020,219
Syria,23/06/2020,231
Syria,24/06/2020,231
Syria,25/06/2020,242
Syria,26/06/2020,255
Syria,27/06/2020,256
Syria,28/06/2020,256
Syria,29/06/2020,269
Syria,03/06/2020,123
Syria,30/06/2020,279
Syria,04/06/2020,124
Syria,05/06/2020,124
Syria,06/06/2020,125
Syria,07/06/2020,141
Syria,08/06/2020,144
Syria,09/06/2020,146
Syria,01/07/2020,293
Syria,10/07/2020,394
Syria,11/07/2020,394
Syria,12/07/2020,394
Syria,13/07/2020,417
Syria,14/07/2020,439
Syria,15/07/2020,458
Syria,16/07/2020,477
Syria,17/07/2020,496
Syria,18/07/2020,496
Syria,19/07/2020,496
Syria,02/07/2020,312
Syria,20/07/2020,522
Syria,21/07/2020,540
Syria,22/07/2020,561
Syria,23/07/2020,584
Syria,24/07/2020,608
Syria,25/07/2020,627
Syria,26/07/2020,650
Syria,27/07/2020,674
Syria,28/07/2020,694
Syria,29/07/2020,717
Syria,03/07/2020,328
Syria,30/07/2020,738
Syria,31/07/2020,757
Syria,04/07/2020,338
Syria,05/07/2020,358
Syria,06/07/2020,372
Syria,07/07/2020,372
Syria,08/07/2020,372
Syria,09/07/2020,372
Syria,01/08/2020,780
Syria,10/08/2020,1255
Syria,11/08/2020,1327
Syria,12/08/2020,1327
Syria,13/08/2020,1432
Syria,14/08/2020,1515
Syria,15/08/2020,1593
Syria,16/08/2020,1677
Syria,17/08/2020,1764
Syria,18/08/2020,1844
Syria,19/08/2020,1927
Syria,02/08/2020,809
Syria,20/08/2020,2008
Syria,21/08/2020,2073
Syria,22/08/2020,2143
Syria,23/08/2020,2217
Syria,24/08/2020,2293
Syria,25/08/2020,2365
Syria,26/08/2020,2440
Syria,27/08/2020,2504
Syria,28/08/2020,2563
Syria,29/08/2020,2628
Syria,03/08/2020,847
Syria,30/08/2020,2703
Syria,31/08/2020,2765
Syria,04/08/2020,892
Syria,05/08/2020,944
Syria,06/08/2020,999
Syria,07/08/2020,1060
Syria,08/08/2020,1125
Syria,09/08/2020,1188
Syria,01/09/2020,2830
Syria,10/09/2020,3416
Syria,11/09/2020,3476
Syria,12/09/2020,3506
Syria,13/09/2020,3540
Syria,14/09/2020,3576
Syria,15/09/2020,3614
Syria,16/09/2020,3654
Syria,17/09/2020,3691
Syria,18/09/2020,3731
Syria,19/09/2020,3765
Syria,02/09/2020,2898
Syria,20/09/2020,3800
Syria,21/09/2020,3833
Syria,22/09/2020,3877
Syria,23/09/2020,3924
Syria,24/09/2020,3966
Syria,25/09/2020,4001
Syria,26/09/2020,4038
Syria,27/09/2020,4072
Syria,28/09/2020,4102
Syria,29/09/2020,4148
Syria,03/09/2020,2973
Syria,30/09/2020,4200
Syria,04/09/2020,3041
Syria,05/09/2020,3104
Syria,06/09/2020,3171
Syria,07/09/2020,3229
Syria,08/09/2020,3289
Syria,09/09/2020,3351
Taiwan*,01/01/2021,802
Taiwan*,10/01/2021,828
Taiwan*,11/01/2021,834
Taiwan*,12/01/2021,838
Taiwan*,13/01/2021,842
Taiwan*,14/01/2021,842
Taiwan*,15/01/2021,843
Taiwan*,16/01/2021,851
Taiwan*,17/01/2021,855
Taiwan*,18/01/2021,862
Taiwan*,19/01/2021,868
Taiwan*,02/01/2021,808
Taiwan*,20/01/2021,870
Taiwan*,21/01/2021,881
Taiwan*,22/01/2020,1
Taiwan*,22/01/2021,881
Taiwan*,23/01/2020,1
Taiwan*,23/01/2021,884
Taiwan*,24/01/2020,3
Taiwan*,24/01/2021,889
Taiwan*,25/01/2020,3
Taiwan*,25/01/2021,889
Taiwan*,26/01/2020,4
Taiwan*,26/01/2021,890
Taiwan*,27/01/2020,5
Taiwan*,27/01/2021,893
Taiwan*,28/01/2020,8
Taiwan*,28/01/2021,895
Taiwan*,29/01/2020,8
Taiwan*,29/01/2021,899
Taiwan*,03/01/2021,812
Taiwan*,30/01/2020,9
Taiwan*,30/01/2021,909
Taiwan*,31/01/2020,10
Taiwan*,31/01/2021,911
Taiwan*,04/01/2021,815
Taiwan*,05/01/2021,817
Taiwan*,06/01/2021,819
Taiwan*,07/01/2021,822
Taiwan*,08/01/2021,825
Taiwan*,09/01/2021,828
Taiwan*,01/10/2020,515
Taiwan*,10/10/2020,527
Taiwan*,11/10/2020,527
Taiwan*,12/10/2020,529
Taiwan*,13/10/2020,530
Taiwan*,14/10/2020,530
Taiwan*,15/10/2020,531
Taiwan*,16/10/2020,535
Taiwan*,17/10/2020,535
Taiwan*,18/10/2020,535
Taiwan*,19/10/2020,540
Taiwan*,02/10/2020,517
Taiwan*,20/10/2020,543
Taiwan*,21/10/2020,544
Taiwan*,22/10/2020,548
Taiwan*,23/10/2020,548
Taiwan*,24/10/2020,550
Taiwan*,25/10/2020,550
Taiwan*,26/10/2020,550
Taiwan*,27/10/2020,550
Taiwan*,28/10/2020,550
Taiwan*,29/10/2020,553
Taiwan*,03/10/2020,517
Taiwan*,30/10/2020,554
Taiwan*,31/10/2020,555
Taiwan*,04/10/2020,517
Taiwan*,05/10/2020,518
Taiwan*,06/10/2020,521
